,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,contract_type_id,contract_type,internet_service_type_id,internet_service_type,payment_type_id,payment_type
803,3069-SSVSN,Female,0,No,No,1,No,No phone service,1,No,No,No,No,No,No,2,No,2,25.85,25.85,No,2,One year,1,DSL,2,Mailed check
804,3137-NYQQI,Male,0,Yes,No,17,Yes,No,1,Yes,Yes,No,No,No,Yes,2,No,2,64.8,1175.6,No,2,One year,1,DSL,2,Mailed check
805,3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,1,Yes,Yes,Yes,Yes,No,No,2,Yes,3,65.85,3928.3,No,2,One year,1,DSL,3,Bank transfer (automatic)
806,3164-AALRN,Male,0,No,No,5,Yes,No,1,No,No,Yes,No,Yes,Yes,2,Yes,2,70.0,347.4,Yes,2,One year,1,DSL,2,Mailed check
807,3181-VTHOE,Male,0,Yes,No,70,No,No phone service,1,No,Yes,Yes,Yes,No,Yes,2,Yes,3,51.05,3635.15,No,2,One year,1,DSL,3,Bank transfer (automatic)
808,3205-MXZRA,Male,0,No,No,26,Yes,No,1,No,No,No,Yes,Yes,No,2,No,4,59.45,1507,No,2,One year,1,DSL,4,Credit card (automatic)
809,3229-USWAR,Female,0,No,No,34,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,3,79.95,2727.3,No,2,One year,1,DSL,3,Bank transfer (automatic)
810,3230-WYKIR,Male,0,No,No,18,Yes,Yes,1,No,No,Yes,Yes,Yes,Yes,2,Yes,4,82.0,1425.45,Yes,2,One year,1,DSL,4,Credit card (automatic)
811,3275-RHRNE,Male,0,Yes,Yes,28,No,No phone service,1,No,Yes,Yes,Yes,Yes,Yes,2,Yes,4,60.0,1682.05,No,2,One year,1,DSL,4,Credit card (automatic)
812,3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,2,No,4,83.7,2633.3,No,2,One year,1,DSL,4,Credit card (automatic)
813,3315-IKYZQ,Male,0,Yes,Yes,28,No,No phone service,1,Yes,No,Yes,Yes,Yes,No,2,No,2,50.8,1386.8,No,2,One year,1,DSL,2,Mailed check
814,3340-QBBFM,Male,1,Yes,No,36,Yes,No,1,No,No,Yes,Yes,No,No,2,No,4,54.1,1992.85,No,2,One year,1,DSL,4,Credit card (automatic)
815,3354-OADJP,Female,0,No,No,8,Yes,No,1,Yes,No,No,Yes,No,No,2,No,3,54.25,447.75,No,2,One year,1,DSL,3,Bank transfer (automatic)
816,3401-URHDA,Male,0,No,No,51,Yes,Yes,1,Yes,No,No,Yes,No,No,2,No,4,59.9,3043.6,No,2,One year,1,DSL,4,Credit card (automatic)
817,3417-TSCIC,Male,0,No,No,29,No,No phone service,1,No,No,No,No,No,No,2,Yes,2,24.85,788.05,No,2,One year,1,DSL,2,Mailed check
818,3422-WJOYD,Male,0,Yes,No,28,Yes,No,1,Yes,No,No,Yes,No,No,2,No,2,54.35,1426.45,No,2,One year,1,DSL,2,Mailed check
819,3441-CGZJH,Female,0,Yes,Yes,43,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,4,60.4,2640.55,No,2,One year,1,DSL,4,Credit card (automatic)
820,3442-ZHHCC,Male,0,No,No,68,Yes,Yes,1,Yes,Yes,Yes,No,No,Yes,2,Yes,4,76.9,5023,No,2,One year,1,DSL,4,Credit card (automatic)
821,3468-DRVQJ,Female,0,Yes,Yes,10,Yes,Yes,1,Yes,Yes,No,No,Yes,No,2,No,1,70.3,676.15,No,2,One year,1,DSL,1,Electronic check
822,3482-ABPKK,Female,0,No,No,28,Yes,No,1,Yes,No,No,Yes,No,No,2,No,2,54.3,1546.3,No,2,One year,1,DSL,2,Mailed check
823,3487-EARAT,Female,0,Yes,Yes,70,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,2,No,4,74.1,5222.3,No,2,One year,1,DSL,4,Credit card (automatic)
824,3489-VSFRD,Female,0,No,No,56,Yes,No,1,Yes,No,Yes,Yes,No,No,2,Yes,4,60.25,3282.75,No,2,One year,1,DSL,4,Credit card (automatic)
825,3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,1,No,Yes,No,No,Yes,Yes,2,Yes,3,69.5,1498.2,Yes,2,One year,1,DSL,3,Bank transfer (automatic)
826,3551-GAEGL,Male,0,Yes,Yes,34,No,No phone service,1,Yes,No,No,No,No,No,2,No,3,30.4,938.65,No,2,One year,1,DSL,3,Bank transfer (automatic)
827,3569-VLDHH,Male,0,Yes,Yes,66,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,2,Yes,1,75.1,5013,No,2,One year,1,DSL,1,Electronic check
828,3585-YNADK,Female,0,Yes,No,57,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,2,No,3,74.6,4368.95,No,2,One year,1,DSL,3,Bank transfer (automatic)
829,3594-UVONA,Female,0,No,No,35,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,4,85.95,3110.1,Yes,2,One year,1,DSL,4,Credit card (automatic)
830,3605-JISKB,Male,1,Yes,No,55,Yes,Yes,1,Yes,Yes,No,No,No,No,2,No,4,60.0,3316.1,No,2,One year,1,DSL,4,Credit card (automatic)
831,3606-SBKRY,Male,0,No,No,31,No,No phone service,1,No,No,Yes,No,Yes,Yes,2,Yes,1,50.05,1523.4,No,2,One year,1,DSL,1,Electronic check
832,3633-CDBUW,Male,0,No,Yes,17,Yes,No,1,No,Yes,Yes,Yes,Yes,Yes,2,No,1,80.85,1445.95,No,2,One year,1,DSL,1,Electronic check
833,3638-DIMPH,Female,0,Yes,No,13,Yes,No,1,No,No,No,No,No,No,2,No,1,43.8,592.65,No,2,One year,1,DSL,1,Electronic check
834,3648-GZPHF,Male,0,Yes,Yes,32,No,No phone service,1,No,No,Yes,Yes,No,No,2,Yes,2,36.25,1151.05,No,2,One year,1,DSL,2,Mailed check
835,3658-QQJYD,Male,0,No,No,62,Yes,No,1,Yes,Yes,No,No,Yes,Yes,2,Yes,4,74.3,4698.05,No,2,One year,1,DSL,4,Credit card (automatic)
836,3696-XRIEN,Female,0,No,No,50,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,4,82.5,4179.1,No,2,One year,1,DSL,4,Credit card (automatic)
837,3727-OWVYD,Male,0,No,No,35,Yes,No,1,Yes,Yes,Yes,No,No,No,2,No,2,61.2,2021.2,No,2,One year,1,DSL,2,Mailed check
838,3739-YBWAB,Male,0,Yes,No,36,No,No phone service,1,Yes,No,Yes,No,No,No,2,No,2,35.35,1317.95,No,2,One year,1,DSL,2,Mailed check
839,3740-RLMVT,Male,1,Yes,No,67,Yes,No,1,Yes,Yes,No,Yes,No,No,2,Yes,3,60.95,4119.4,No,2,One year,1,DSL,3,Bank transfer (automatic)
840,3800-LYTRK,Female,0,No,No,14,Yes,No,1,Yes,No,No,Yes,No,No,2,No,2,55.7,795.15,No,2,One year,1,DSL,2,Mailed check
841,3850-OKINF,Male,0,Yes,Yes,71,Yes,Yes,1,Yes,No,No,No,Yes,No,2,Yes,1,66.2,4692.55,No,2,One year,1,DSL,1,Electronic check
842,3863-IUBJR,Male,0,Yes,Yes,12,Yes,No,1,No,No,No,No,No,Yes,2,No,4,53.65,696.35,Yes,2,One year,1,DSL,4,Credit card (automatic)
843,3898-BSJYF,Female,0,No,Yes,10,Yes,Yes,1,Yes,No,Yes,Yes,No,Yes,2,No,4,73.55,693.3,No,2,One year,1,DSL,4,Credit card (automatic)
844,3915-ODIYG,Male,1,No,No,60,Yes,Yes,1,Yes,Yes,No,No,No,Yes,2,Yes,1,71.75,4374.55,No,2,One year,1,DSL,1,Electronic check
845,3926-YZVVX,Female,0,No,No,41,Yes,No,1,No,No,No,Yes,No,No,2,No,3,50.05,2029.05,No,2,One year,1,DSL,3,Bank transfer (automatic)
846,3941-XTSKM,Male,0,Yes,Yes,42,No,No phone service,1,No,Yes,Yes,No,No,Yes,2,Yes,4,45.1,2049.05,No,2,One year,1,DSL,4,Credit card (automatic)
847,3950-VPYJB,Male,0,Yes,Yes,57,Yes,No,1,Yes,Yes,No,Yes,No,No,2,No,2,59.6,3509.4,No,2,One year,1,DSL,2,Mailed check
848,3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,1,Yes,No,No,No,No,Yes,2,No,3,65.2,4543.15,No,2,One year,1,DSL,3,Bank transfer (automatic)
849,4000-VGMQP,Male,0,Yes,Yes,38,Yes,Yes,1,No,Yes,Yes,No,Yes,Yes,2,No,4,78.95,2862.55,No,2,One year,1,DSL,4,Credit card (automatic)
850,4003-OCTMP,Female,0,Yes,No,31,Yes,No,1,Yes,No,No,Yes,No,Yes,2,Yes,1,64.0,1910.75,No,2,One year,1,DSL,1,Electronic check
851,4023-RTIQM,Female,1,Yes,No,31,No,No phone service,1,Yes,Yes,Yes,No,No,Yes,2,Yes,4,50.4,1580.1,No,2,One year,1,DSL,4,Credit card (automatic)
852,4032-RMHCI,Female,0,Yes,Yes,41,No,No phone service,1,Yes,No,Yes,No,No,No,2,No,4,35.4,1412.4,No,2,One year,1,DSL,4,Credit card (automatic)
853,4081-DYXAV,Female,0,No,No,19,No,No phone service,1,No,No,No,No,Yes,Yes,2,Yes,4,44.85,893.55,Yes,2,One year,1,DSL,4,Credit card (automatic)
854,4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,1,Yes,Yes,Yes,No,No,No,2,Yes,2,60.8,2042.05,No,2,One year,1,DSL,2,Mailed check
855,4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,2,Yes,4,78.75,3682.45,No,2,One year,1,DSL,4,Credit card (automatic)
856,4106-HADHQ,Male,0,Yes,Yes,39,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,2,No,4,80.0,3182.95,Yes,2,One year,1,DSL,4,Credit card (automatic)
857,4114-QMKVN,Female,0,Yes,Yes,56,Yes,Yes,1,Yes,Yes,No,No,No,Yes,2,No,3,68.75,3815.4,No,2,One year,1,DSL,3,Bank transfer (automatic)
858,4115-UMJFQ,Male,0,No,No,69,No,No phone service,1,No,Yes,Yes,No,No,No,2,Yes,3,35.75,2492.25,No,2,One year,1,DSL,3,Bank transfer (automatic)
859,4123-FCVCB,Female,0,No,No,12,Yes,Yes,1,No,No,No,Yes,Yes,Yes,2,Yes,2,75.85,854.45,No,2,One year,1,DSL,2,Mailed check
860,4135-FRWKJ,Female,1,Yes,Yes,55,Yes,Yes,1,Yes,No,Yes,Yes,Yes,No,2,No,1,76.25,4154.55,No,2,One year,1,DSL,1,Electronic check
861,4174-LPGTI,Female,0,Yes,Yes,41,Yes,No,1,No,Yes,No,Yes,No,Yes,2,Yes,3,66.5,2728.6,Yes,2,One year,1,DSL,3,Bank transfer (automatic)
862,4186-ZBUEW,Female,0,No,No,36,Yes,Yes,1,No,Yes,No,Yes,No,Yes,2,Yes,2,70.7,2511.95,No,2,One year,1,DSL,2,Mailed check
863,4189-NAKJS,Male,0,No,No,26,Yes,Yes,1,No,No,No,No,No,No,2,Yes,4,51.55,1295.4,No,2,One year,1,DSL,4,Credit card (automatic)
864,4198-VFOEA,Female,0,No,No,12,No,No phone service,1,Yes,No,No,Yes,No,No,2,Yes,2,33.6,435.45,No,2,One year,1,DSL,2,Mailed check
865,4223-BKEOR,Female,0,No,Yes,21,Yes,No,1,Yes,No,Yes,No,No,Yes,2,No,2,64.85,1336.8,No,2,One year,1,DSL,2,Mailed check
866,4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,2,Yes,4,73.0,5163,No,2,One year,1,DSL,4,Credit card (automatic)
867,4291-HYEBC,Female,1,Yes,Yes,28,No,No phone service,1,No,Yes,No,No,No,Yes,2,Yes,1,39.1,1096.6,No,2,One year,1,DSL,1,Electronic check
868,4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,1,No,Yes,Yes,Yes,No,Yes,2,Yes,3,75.8,5293.95,Yes,2,One year,1,DSL,3,Bank transfer (automatic)
869,4328-VUFWD,Female,0,No,No,39,Yes,No,1,No,No,No,Yes,No,Yes,2,No,1,59.3,2209.15,No,2,One year,1,DSL,1,Electronic check
870,4342-HFXWS,Female,0,Yes,Yes,48,Yes,No,1,Yes,No,Yes,Yes,Yes,No,2,No,3,69.7,3023.65,No,2,One year,1,DSL,3,Bank transfer (automatic)
871,4369-NYSCF,Male,0,No,No,56,Yes,No,1,No,Yes,No,Yes,Yes,Yes,2,Yes,3,75.75,4284.65,No,2,One year,1,DSL,3,Bank transfer (automatic)
872,4404-HIBDJ,Female,0,No,No,25,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,2,No,2,74.3,1863.8,Yes,2,One year,1,DSL,2,Mailed check
873,4415-WNGVR,Female,1,Yes,No,12,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,1,79.2,943.85,No,2,One year,1,DSL,1,Electronic check
874,4445-KWOKW,Female,0,No,No,42,Yes,Yes,1,Yes,Yes,No,No,No,No,2,Yes,3,60.15,2421.6,No,2,One year,1,DSL,3,Bank transfer (automatic)
875,4501-UYKBC,Female,1,No,No,46,Yes,Yes,1,No,No,Yes,Yes,No,Yes,2,Yes,4,69.1,3255.35,No,2,One year,1,DSL,4,Credit card (automatic)
876,4508-OEBEY,Male,0,Yes,No,31,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,2,Yes,4,75.5,2424.45,No,2,One year,1,DSL,4,Credit card (automatic)
877,4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,2,No,4,80.45,3375.9,No,2,One year,1,DSL,4,Credit card (automatic)
878,4544-RXFMG,Male,0,Yes,Yes,8,Yes,No,1,No,No,No,No,No,No,2,Yes,2,43.45,345.5,No,2,One year,1,DSL,2,Mailed check
879,4547-FZJWE,Male,0,Yes,Yes,55,Yes,No,1,Yes,No,No,No,No,Yes,2,No,4,59.45,3157,No,2,One year,1,DSL,4,Credit card (automatic)
880,4549-ZDQYY,Female,0,No,No,52,Yes,No,1,Yes,No,Yes,Yes,No,No,2,No,4,57.95,3042.25,No,2,One year,1,DSL,4,Credit card (automatic)
881,4560-WQAQW,Female,0,No,No,59,Yes,Yes,1,Yes,No,No,Yes,No,Yes,2,No,3,68.7,4070.95,No,2,One year,1,DSL,3,Bank transfer (automatic)
882,4565-EVZMJ,Female,0,No,No,47,Yes,No,1,Yes,Yes,No,Yes,No,No,2,Yes,2,58.9,2813.05,No,2,One year,1,DSL,2,Mailed check
883,4576-CSAJH,Male,0,No,No,22,Yes,No,1,No,Yes,No,Yes,No,No,2,Yes,4,55.15,1193.05,Yes,2,One year,1,DSL,4,Credit card (automatic)
884,4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,1,No,Yes,Yes,Yes,Yes,No,2,Yes,1,68.75,3482.85,No,2,One year,1,DSL,1,Electronic check
885,4598-ZADCK,Female,0,No,No,53,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,No,2,Yes,1,53.6,2879.2,No,2,One year,1,DSL,1,Electronic check
886,4611-ANLQC,Female,0,Yes,No,60,No,No phone service,1,Yes,Yes,Yes,No,No,Yes,2,No,1,50.05,2911.5,No,2,One year,1,DSL,1,Electronic check
887,4626-OZDTJ,Female,0,Yes,No,51,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,2,Yes,4,78.65,3950.85,No,2,One year,1,DSL,4,Credit card (automatic)
888,4632-XJMEX,Male,0,No,Yes,53,Yes,No,1,Yes,Yes,No,Yes,No,No,2,No,4,62.85,3419.5,No,2,One year,1,DSL,4,Credit card (automatic)
889,4636-OLWOE,Male,0,No,Yes,54,Yes,No,1,No,Yes,Yes,Yes,No,No,2,Yes,1,61.0,3283.05,No,2,One year,1,DSL,1,Electronic check
890,4644-PIZRT,Male,0,Yes,Yes,17,Yes,Yes,1,Yes,No,Yes,No,Yes,No,2,Yes,3,70.35,1201.65,No,2,One year,1,DSL,3,Bank transfer (automatic)
891,4654-GGUII,Female,0,No,No,18,No,No phone service,1,Yes,Yes,No,Yes,No,No,2,Yes,2,40.2,711.95,No,2,One year,1,DSL,2,Mailed check
892,4667-QONEA,Female,1,Yes,Yes,60,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,2,Yes,4,74.85,4456.35,No,2,One year,1,DSL,4,Credit card (automatic)
893,4682-BLBUC,Male,0,Yes,No,44,Yes,No,1,No,Yes,Yes,Yes,Yes,No,2,Yes,1,70.95,3250.45,No,2,One year,1,DSL,1,Electronic check
894,4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,1,Yes,No,No,No,Yes,Yes,2,Yes,3,75.9,1549.75,No,2,One year,1,DSL,3,Bank transfer (automatic)
895,4702-HDRKD,Male,0,No,No,67,No,No phone service,1,Yes,No,Yes,Yes,Yes,No,2,Yes,3,49.35,3321.35,No,2,One year,1,DSL,3,Bank transfer (automatic)
896,4730-AWNAU,Male,0,Yes,Yes,36,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes,2,No,4,60.7,2234.55,No,2,One year,1,DSL,4,Credit card (automatic)
897,4759-PXTAN,Female,0,Yes,No,59,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,2,Yes,1,80.1,4693.2,No,2,One year,1,DSL,1,Electronic check
898,4776-XSKYQ,Female,0,Yes,Yes,12,No,No phone service,1,No,No,No,Yes,No,No,2,No,4,30.25,368.85,No,2,One year,1,DSL,4,Credit card (automatic)
899,4785-QRJHC,Male,1,Yes,No,46,No,No phone service,1,No,Yes,Yes,Yes,Yes,Yes,2,Yes,3,59.9,2816.65,Yes,2,One year,1,DSL,3,Bank transfer (automatic)
900,4808-YNLEU,Female,0,Yes,No,35,Yes,No,1,Yes,No,No,No,Yes,No,2,Yes,3,62.15,2215.45,No,2,One year,1,DSL,3,Bank transfer (automatic)
901,4825-XJGDM,Female,0,No,No,61,No,No phone service,1,Yes,Yes,Yes,Yes,No,No,2,No,4,43.7,2696.55,No,2,One year,1,DSL,4,Credit card (automatic)
902,4826-DXMUP,Male,0,No,Yes,35,Yes,No,1,No,No,No,Yes,Yes,Yes,2,Yes,2,72.1,2495.15,No,2,One year,1,DSL,2,Mailed check
903,4872-VXRIL,Male,0,No,No,56,Yes,Yes,1,Yes,Yes,No,Yes,No,No,2,Yes,3,64.65,3665.55,No,2,One year,1,DSL,3,Bank transfer (automatic)
904,4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,2,Yes,3,75.75,4264.25,No,2,One year,1,DSL,3,Bank transfer (automatic)
905,4890-VMUAV,Male,0,No,No,63,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,2,No,1,71.5,4576.3,No,2,One year,1,DSL,1,Electronic check
906,4903-CNOZC,Male,0,No,No,29,Yes,Yes,1,No,Yes,Yes,No,No,Yes,2,No,4,70.9,1964.6,No,2,One year,1,DSL,4,Credit card (automatic)
907,4905-JEFDW,Male,0,No,No,11,No,No phone service,1,No,No,Yes,No,Yes,No,2,Yes,1,41.6,470.6,Yes,2,One year,1,DSL,1,Electronic check
908,4906-ZHGPK,Male,0,Yes,Yes,54,Yes,Yes,1,No,Yes,No,Yes,Yes,No,2,Yes,1,70.7,3770,No,2,One year,1,DSL,1,Electronic check
909,4942-VZZOM,Male,0,Yes,No,64,Yes,Yes,1,Yes,No,No,No,Yes,No,2,Yes,4,66.15,4392.5,No,2,One year,1,DSL,4,Credit card (automatic)
910,4957-TIALW,Female,0,No,Yes,15,Yes,No,1,Yes,Yes,Yes,Yes,No,No,2,No,4,65.6,1010,No,2,One year,1,DSL,4,Credit card (automatic)
911,4973-RLZVI,Female,0,No,No,30,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,2,No,4,74.65,2308.6,No,2,One year,1,DSL,4,Credit card (automatic)
912,4999-IEZLT,Male,0,No,No,66,No,No phone service,1,No,No,No,Yes,No,No,2,No,4,29.45,1983.15,No,2,One year,1,DSL,4,Credit card (automatic)
913,5020-ZSTTY,Female,1,No,No,54,Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,2,No,3,82.45,4350.1,Yes,2,One year,1,DSL,3,Bank transfer (automatic)
914,5032-USPKF,Female,0,No,No,38,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,2,No,3,84.1,3187.65,No,2,One year,1,DSL,3,Bank transfer (automatic)
915,5049-MUBWG,Male,0,No,No,26,Yes,No,1,Yes,No,No,Yes,Yes,Yes,2,No,3,75.0,1908.35,No,2,One year,1,DSL,3,Bank transfer (automatic)
916,5062-CJJKH,Male,0,Yes,Yes,25,Yes,No,1,No,Yes,Yes,No,No,No,2,No,2,53.65,1355.45,No,2,One year,1,DSL,2,Mailed check
917,5073-RZGBK,Female,0,Yes,Yes,50,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,2,Yes,3,80.05,4042.2,No,2,One year,1,DSL,3,Bank transfer (automatic)
918,5081-NWSUP,Female,0,No,No,10,Yes,No,1,No,Yes,No,Yes,No,Yes,2,No,2,64.9,685.55,No,2,One year,1,DSL,2,Mailed check
919,5120-ZBLAI,Female,0,Yes,No,50,Yes,Yes,1,No,No,Yes,No,Yes,Yes,2,No,3,75.7,3876.2,No,2,One year,1,DSL,3,Bank transfer (automatic)
920,5125-CNDSP,Male,0,No,Yes,63,No,No phone service,1,Yes,Yes,No,Yes,No,No,2,Yes,3,40.6,2588.95,No,2,One year,1,DSL,3,Bank transfer (automatic)
921,5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,1,Yes,No,No,No,Yes,No,2,No,3,65.2,3512.15,No,2,One year,1,DSL,3,Bank transfer (automatic)
922,5160-UXJED,Male,0,No,Yes,17,Yes,No,1,No,No,No,No,No,No,2,No,2,44.6,681.4,No,2,One year,1,DSL,2,Mailed check
923,5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,1,Yes,No,No,Yes,No,No,2,Yes,4,35.8,1782,No,2,One year,1,DSL,4,Credit card (automatic)
924,5196-WPYOW,Male,0,Yes,Yes,67,Yes,No,1,Yes,Yes,No,Yes,No,No,2,No,2,60.05,3994.05,No,2,One year,1,DSL,2,Mailed check
925,5199-FPUSP,Male,0,No,Yes,33,No,No phone service,1,Yes,No,No,Yes,No,No,2,No,4,34.05,1113.95,No,2,One year,1,DSL,4,Credit card (automatic)
926,5203-XEHAX,Female,0,No,No,34,Yes,No,1,Yes,Yes,No,No,No,Yes,2,No,1,64.35,2053.05,No,2,One year,1,DSL,1,Electronic check
927,5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,2,87.2,4345,No,2,One year,1,DSL,2,Mailed check
928,5245-VDBUR,Female,0,Yes,No,52,No,No phone service,1,Yes,No,Yes,No,No,No,2,No,2,35.45,1958.95,No,2,One year,1,DSL,2,Mailed check
929,5269-NRGDP,Male,0,Yes,Yes,42,Yes,No,1,No,No,Yes,Yes,Yes,Yes,2,No,1,73.15,3088.25,No,2,One year,1,DSL,1,Electronic check
930,5294-CDGWY,Male,0,Yes,Yes,51,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes,2,No,1,59.3,3014.65,Yes,2,One year,1,DSL,1,Electronic check
931,5306-BVTKJ,Male,0,Yes,Yes,48,Yes,No,1,No,Yes,Yes,No,No,No,2,Yes,4,55.8,2651.2,No,2,One year,1,DSL,4,Credit card (automatic)
932,5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,1,No,No,No,No,No,No,2,Yes,1,51.0,1381.8,No,2,One year,1,DSL,1,Electronic check
933,5386-THSLQ,Female,1,Yes,No,66,No,No phone service,1,No,Yes,Yes,No,Yes,No,2,No,3,45.55,3027.25,No,2,One year,1,DSL,3,Bank transfer (automatic)
934,5387-ASZNZ,Female,1,No,No,66,Yes,Yes,1,Yes,Yes,No,Yes,No,No,2,Yes,4,63.85,4174.35,No,2,One year,1,DSL,4,Credit card (automatic)
935,5446-DKWYW,Female,1,Yes,Yes,61,Yes,Yes,1,No,No,Yes,No,Yes,No,2,Yes,1,65.2,3965.05,No,2,One year,1,DSL,1,Electronic check
936,5498-IBWPI,Female,0,Yes,Yes,66,Yes,No,1,No,No,No,Yes,No,No,2,Yes,4,49.4,3251.85,No,2,One year,1,DSL,4,Credit card (automatic)
937,5499-ECUTN,Female,0,Yes,No,47,Yes,No,1,Yes,No,Yes,No,Yes,No,2,Yes,4,66.05,3021.45,No,2,One year,1,DSL,4,Credit card (automatic)
938,5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,1,Yes,No,Yes,No,Yes,Yes,2,No,4,74.75,2453.3,No,2,One year,1,DSL,4,Credit card (automatic)
939,5575-GNVDE,Male,0,No,No,34,Yes,No,1,Yes,No,Yes,No,No,No,2,No,2,56.95,1889.5,No,2,One year,1,DSL,2,Mailed check
940,5640-CAXOA,Female,0,No,No,30,No,No phone service,1,No,No,No,Yes,No,Yes,2,Yes,4,40.35,1187.05,No,2,One year,1,DSL,4,Credit card (automatic)
941,5701-GUXDC,Female,0,Yes,No,26,No,No phone service,1,Yes,No,Yes,No,No,No,2,No,4,35.4,978.6,No,2,One year,1,DSL,4,Credit card (automatic)
942,5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,1,Yes,No,No,No,No,No,2,Yes,1,55.35,2633.95,No,2,One year,1,DSL,1,Electronic check
943,5753-QQWPW,Female,0,No,No,28,Yes,No,1,Yes,Yes,No,Yes,No,No,2,Yes,1,59.9,1654.7,No,2,One year,1,DSL,1,Electronic check
944,5756-JYOJT,Female,0,No,No,11,Yes,No,1,No,No,Yes,Yes,No,Yes,2,No,4,64.9,697.25,No,2,One year,1,DSL,4,Credit card (automatic)
945,5756-OZRIO,Male,1,Yes,No,61,Yes,Yes,1,No,Yes,No,No,No,Yes,2,No,3,64.05,3902.6,No,2,One year,1,DSL,3,Bank transfer (automatic)
946,5777-KJIRB,Female,0,No,No,40,Yes,No,1,No,No,Yes,No,No,No,2,Yes,2,50.25,2023.55,No,2,One year,1,DSL,2,Mailed check
947,5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,1,Yes,No,Yes,No,No,Yes,2,Yes,3,68.75,3808,No,2,One year,1,DSL,3,Bank transfer (automatic)
948,5795-BKOYE,Female,0,Yes,Yes,69,Yes,No,1,No,Yes,Yes,Yes,No,No,2,No,3,59.1,4134.7,No,2,One year,1,DSL,3,Bank transfer (automatic)
949,5815-HGGHV,Male,0,Yes,No,20,Yes,No,1,Yes,No,No,Yes,No,Yes,2,Yes,2,64.15,1274.45,No,2,One year,1,DSL,2,Mailed check
950,5820-PTRYM,Female,1,Yes,No,56,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,2,Yes,4,68.45,4014,No,2,One year,1,DSL,4,Credit card (automatic)
951,5825-XJOCM,Male,0,No,Yes,48,Yes,Yes,1,Yes,Yes,Yes,No,No,No,2,Yes,3,64.4,3035.35,No,2,One year,1,DSL,3,Bank transfer (automatic)
952,5829-NVSQN,Female,0,Yes,No,23,Yes,No,1,Yes,No,Yes,Yes,No,Yes,2,Yes,3,68.75,1689.45,No,2,One year,1,DSL,3,Bank transfer (automatic)
953,5832-TRLPB,Male,0,No,No,29,Yes,No,1,No,No,Yes,Yes,Yes,Yes,2,Yes,3,75.35,2243.9,No,2,One year,1,DSL,3,Bank transfer (automatic)
954,5837-LXSDN,Female,0,Yes,Yes,21,Yes,No,1,No,Yes,No,No,Yes,No,2,Yes,4,58.85,1215.45,No,2,One year,1,DSL,4,Credit card (automatic)
